label,1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19x,19y,19z,20x,20y,20z,21x,21y,21z
A,0.0,0.0,0.0,-0.04551476240158081,-0.02955937385559082,-0.013645842671195396,-0.07916617393493652,-0.10562807321548462,-0.017671693116227516,-0.0906444787979126,-0.17724788188934326,-0.022454963996807464,-0.09097760915756226,-0.23522377014160156,-0.023850213736096748,-0.061111390590667725,-0.16434791684150696,0.0019839799499266064,-0.062203049659729004,-0.2126482129096985,-0.022506218403378853,-0.05392944812774658,-0.15027013421058655,-0.03497871011475695,-0.04772043228149414,-0.10400015115737915,-0.03886378556470049,-0.029858112335205078,-0.17137432098388672,-0.0003974560820836359,-0.032857537269592285,-0.22281992435455322,-0.02651267126182688,-0.027343273162841797,-0.14271020889282227,-0.03152080252746714,-0.02247565984725952,-0.10272204875946045,-0.02741744369248522,0.0014451146125793457,-0.16795951128005981,-0.007312927860567697,0.00040721893310546875,-0.21820300817489624,-0.0330683402715124,-0.0010878443717956543,-0.14120090007781982,-0.024777542799512275,-0.00231325626373291,-0.10407620668411255,-0.011166279203990825,0.03199821710586548,-0.15529367327690125,-0.015461564995149502,0.031175971031188965,-0.19440597295761108,-0.030169703066150078,0.02439570426940918,-0.14300787448883057,-0.022033100947538742,0.018714606761932373,-0.11559146642684937,-0.011203231289783844
A,0.0,0.0,0.0,-0.04405474662780762,-0.030887484550476074,-0.014239997192106557,-0.0763821005821228,-0.109852135181427,-0.018432222827158284,-0.0869894027709961,-0.18252289295196533,-0.02318113349267037,-0.08640342950820923,-0.2404767870903015,-0.024575414656482053,-0.05738002061843872,-0.16712862253189087,0.0009627779980121431,-0.05894285440444946,-0.2139919102191925,-0.023933228625736547,-0.052137792110443115,-0.1499638557434082,-0.03628961793967278,-0.0458979606628418,-0.104736328125,-0.039993376060209584,-0.025934875011444092,-0.1720438301563263,-0.001219953232265425,-0.02851080894470215,-0.22423943877220154,-0.027695930152020765,-0.025330781936645508,-0.14345872402191162,-0.03216270409413369,-0.020457208156585693,-0.10442572832107544,-0.027448524310074163,0.005417168140411377,-0.16689279675483704,-0.008052319808683706,0.004257917404174805,-0.21785029768943787,-0.034226179643354726,0.0009816288948059082,-0.14055949449539185,-0.025507908834896398,0.0004019737243652344,-0.10476785898208618,-0.011335054001591516,0.03624129295349121,-0.15290924906730652,-0.016167911290011716,0.03463488817214966,-0.19241389632225037,-0.030901782735071492,0.02683544158935547,-0.14110320806503296,-0.022522807641706777,0.02216494083404541,-0.11432105302810669,-0.011415269746265722
A,0.0,0.0,0.0,-0.05392742156982422,-0.033595263957977295,-0.017475632598006996,-0.09274011850357056,-0.11138397455215454,-0.023024405931437286,-0.10557621717453003,-0.19037824869155884,-0.029726968725526604,-0.09973758459091187,-0.2536057233810425,-0.0326816156705263,-0.07135403156280518,-0.18191108107566833,0.0033754882203993475,-0.07350844144821167,-0.2296716570854187,-0.027451302503550323,-0.06305384635925293,-0.1622222363948822,-0.04475012200077799,-0.05637502670288086,-0.10993236303329468,-0.050890421142185005,-0.03733062744140625,-0.19268175959587097,0.0016814846346733248,-0.04166644811630249,-0.24017244577407837,-0.033290544172132286,-0.03296381235122681,-0.15218603610992432,-0.04271343873938349,-0.028521955013275146,-0.1054580807685852,-0.0393741592963579,-0.002532362937927246,-0.19195836782455444,-0.005579908491426977,-0.0051264166831970215,-0.23864704370498657,-0.039727626015746864,-0.003974795341491699,-0.15256446599960327,-0.03286781313022402,-0.005622804164886475,-0.10700654983520508,-0.017267869432771477,0.03171968460083008,-0.18086853623390198,-0.01431728212287453,0.030903100967407227,-0.22627678513526917,-0.03366775961717394,0.024479269981384277,-0.16855096817016602,-0.025592997317517074,0.0171278715133667,-0.13439986109733582,-0.01296427810689238
A,0.0,0.0,0.0,-0.050289154052734375,-0.033676862716674805,-0.01545954628076629,-0.08816468715667725,-0.115054190158844,-0.0203392435067542,-0.10008323192596436,-0.1946362853050232,-0.026575742682183545,-0.09287309646606445,-0.2571641206741333,-0.029250640814865392,-0.0657317042350769,-0.18573421239852905,0.002857270723467309,-0.06945788860321045,-0.23178094625473022,-0.026726469790304463,-0.06145048141479492,-0.16175532341003418,-0.04242453204628305,-0.05489456653594971,-0.1094011664390564,-0.04745632635589914,-0.03235834836959839,-0.1923266053199768,0.0002985093598510957,-0.037954747676849365,-0.23917287588119507,-0.032018045356238645,-0.033038973808288574,-0.15012136101722717,-0.03907623740073518,-0.028457462787628174,-0.10405033826828003,-0.03456232177254037,0.002216815948486328,-0.18865066766738892,-0.007656168119723361,-0.0017083287239074707,-0.23576653003692627,-0.03970332296725587,-0.003813624382019043,-0.14855298399925232,-0.03218651043411569,-0.005204141139984131,-0.1033739447593689,-0.01669871660109834,0.03710561990737915,-0.1751936674118042,-0.016893871521318715,0.03440374135971069,-0.21977293491363525,-0.035270492007697385,0.02552694082260132,-0.1616916060447693,-0.027351595854128163,0.01811283826828003,-0.12665343284606934,-0.015146304314697545
A,0.0,0.0,0.0,-0.049407958984375,-0.039878904819488525,-0.014047830506456194,-0.08178699016571045,-0.12889748811721802,-0.018488116703224478,-0.08759772777557373,-0.207611083984375,-0.024400739140105543,-0.0815468430519104,-0.2702505886554718,-0.026880560583663282,-0.054146647453308105,-0.19877058267593384,0.0014337533840489414,-0.06487953662872314,-0.2353556752204895,-0.03049474223632842,-0.06314092874526978,-0.16224074363708496,-0.04672648399252921,-0.05752873420715332,-0.11358094215393066,-0.05150889991898566,-0.023856818675994873,-0.1973840594291687,-0.002341827285704312,-0.03571951389312744,-0.241364985704422,-0.03711551069397956,-0.03843659162521362,-0.1542346477508545,-0.04439438521046668,-0.03284496068954468,-0.11041563749313354,-0.03945419578928977,0.00893312692642212,-0.18837499618530273,-0.0115706856839779,-0.001629650592803955,-0.23302814364433289,-0.045885373047781286,-0.009543180465698242,-0.1468120515346527,-0.03865684582967788,-0.0077776312828063965,-0.10407465696334839,-0.022626087210369406,0.044129908084869385,-0.17313972115516663,-0.021931495658350286,0.033272624015808105,-0.21557840704917908,-0.04172150059719115,0.02236759662628174,-0.15938246250152588,-0.03424222781438857,0.020614802837371826,-0.12788748741149902,-0.021787831700635252
A,0.0,0.0,0.0,-0.047748029232025146,-0.03873854875564575,-0.014848245724181197,-0.07955658435821533,-0.12571364641189575,-0.019488818428555987,-0.08522409200668335,-0.2037786841392517,-0.02535068005983021,-0.07818514108657837,-0.26647019386291504,-0.02777971462074902,-0.052581727504730225,-0.1957314908504486,0.001156439937574305,-0.06343382596969604,-0.23070913553237915,-0.030264794311563037,-0.06098371744155884,-0.160191148519516,-0.04603981361452725,-0.05491679906845093,-0.11141985654830933,-0.050449175245205424,-0.022381603717803955,-0.19420036673545837,-0.002026677548030875,-0.03438335657119751,-0.23912015557289124,-0.036117394871155284,-0.03657639026641846,-0.15239307284355164,-0.042871655381361506,-0.030646681785583496,-0.10744619369506836,-0.03750298307005551,0.010242700576782227,-0.18478164076805115,-0.01070919395152714,-0.0006926059722900391,-0.22992399334907532,-0.04491494358245518,-0.008601129055023193,-0.14344754815101624,-0.03755879909459736,-0.00685495138168335,-0.099720299243927,-0.021279427639285586,0.045420169830322266,-0.16824018955230713,-0.0205530295586982,0.03461325168609619,-0.21197527647018433,-0.04056126759115841,0.02268052101135254,-0.15584895014762878,-0.03316211462680485,0.01982593536376953,-0.12283748388290405,-0.020652131593863032
A,0.0,0.0,0.0,-0.05030852556228638,-0.03328949213027954,-0.014686810129745709,-0.08634793758392334,-0.1151200532913208,-0.01878219498084377,-0.0956220030784607,-0.19477897882461548,-0.024364795812829243,-0.08977234363555908,-0.2570241689682007,-0.026364853882654415,-0.06357598304748535,-0.18265509605407715,0.00433877781270553,-0.06966280937194824,-0.23013150691986084,-0.024086868667467343,-0.0621907114982605,-0.16165858507156372,-0.03864764077351879,-0.05481564998626709,-0.11115825176239014,-0.042755388000472294,-0.030982792377471924,-0.1888190507888794,0.0018666552636261713,-0.03799581527709961,-0.23915088176727295,-0.029093321689828144,-0.03345900774002075,-0.1515260636806488,-0.03566433144496273,-0.027251601219177246,-0.1057317852973938,-0.030793419384821163,0.0027531981468200684,-0.18621018528938293,-0.005893061680211531,-0.003274381160736084,-0.23644137382507324,-0.036865297981961476,-0.0051229000091552734,-0.14935597777366638,-0.02872337056086849,-0.003584563732147217,-0.10377538204193115,-0.012715302684767948,0.03768575191497803,-0.1743469536304474,-0.014923423805697666,0.03167039155960083,-0.22250047326087952,-0.032222342023118244,0.023324310779571533,-0.16526323556900024,-0.023525048324330555,0.019344806671142578,-0.1301073431968689,-0.010744289772077309
A,0.0,0.0,0.0,-0.0441364049911499,-0.03955817222595215,-0.012163471043322716,-0.07259964942932129,-0.12872454524040222,-0.015584895931397114,-0.0773007869720459,-0.2034192979335785,-0.02085479496440712,-0.07047653198242188,-0.26409515738487244,-0.02324717453143421,-0.044568002223968506,-0.1987123191356659,0.0047970469256597426,-0.05631178617477417,-0.23150700330734253,-0.02264356201908413,-0.05605536699295044,-0.16006863117218018,-0.037037258580539856,-0.049888014793395996,-0.11193197965621948,-0.04129463954291168,-0.01588308811187744,-0.19659215211868286,0.0012500229438501265,-0.028682410717010498,-0.23734799027442932,-0.02691742739102665,-0.032970964908599854,-0.15179598331451416,-0.03189433886132065,-0.027403652667999268,-0.10666036605834961,-0.026755623132203254,0.015503466129302979,-0.184838205575943,-0.007487530898515615,0.0038066506385803223,-0.22748330235481262,-0.036884503051851425,-0.006027698516845703,-0.14321276545524597,-0.030086923003409538,-0.004760444164276123,-0.0983472466468811,-0.015696022272322807,0.05017131567001343,-0.16530051827430725,-0.01717749571821514,0.03768491744995117,-0.20759940147399902,-0.03431692867002312,0.02393507957458496,-0.1543107032775879,-0.0273468509169561,0.020035982131958008,-0.11988711357116699,-0.016123098865364227
A,0.0,0.0,0.0,-0.03768998384475708,-0.05085808038711548,-0.005345644645444736,-0.056997060775756836,-0.140017569065094,-0.005747632805309877,-0.058587610721588135,-0.20783758163452148,-0.009117931343666896,-0.05482590198516846,-0.2652980387210846,-0.009696094535343036,-0.029150426387786865,-0.21025559306144714,0.013482794880815163,-0.04790806770324707,-0.2386896312236786,-0.010636602744511947,-0.0535660982131958,-0.1645272672176361,-0.023018443241767272,-0.048316359519958496,-0.12099191546440125,-0.026062156289867744,-0.003659546375274658,-0.20411211252212524,0.007772147905029669,-0.026463210582733154,-0.23361563682556152,-0.01624170432990013,-0.03570818901062012,-0.1475943624973297,-0.0190114893317741,-0.02769225835800171,-0.10851901769638062,-0.013063987933151111,0.02456563711166382,-0.18916690349578857,-0.002713177336431727,0.0007785558700561523,-0.21785271167755127,-0.028672813653997764,-0.010799527168273926,-0.13572421669960022,-0.02068857777123867,-0.003986477851867676,-0.09587270021438599,-0.006390403706632242,0.0554347038269043,-0.1654018759727478,-0.013813755691103324,0.030651628971099854,-0.19707471132278442,-0.028138506442360267,0.016433358192443848,-0.14429232478141785,-0.020046682313136444,0.02009183168411255,-0.11184042692184448,-0.008329224057547435
A,0.0,0.0,0.0,-0.0340387225151062,-0.06068229675292969,-0.0029268373491504462,-0.0475773811340332,-0.15064343810081482,-0.0020712168643512996,-0.04897606372833252,-0.21461498737335205,-0.004340822737503913,-0.04861384630203247,-0.27002620697021484,-0.003951252832848695,-0.005961000919342041,-0.23559218645095825,0.01897069725782785,-0.03877335786819458,-0.2503453493118286,-0.002018305169258383,-0.05219143629074097,-0.18002057075500488,-0.014770462106753257,-0.050295114517211914,-0.1373092532157898,-0.019244420271206764,0.01628786325454712,-0.2298632264137268,0.01285897295565519,-0.025711774826049805,-0.23743510246276855,-0.008329821679581073,-0.03859490156173706,-0.15589261054992676,-0.011413757618356613,-0.03207272291183472,-0.11770731210708618,-0.0068873459695169,0.03690296411514282,-0.21160444617271423,0.0022094283031037776,-0.007117033004760742,-0.21645265817642212,-0.020335460942078498,-0.01849687099456787,-0.13893255591392517,-0.013230209167886642,-0.011086523532867432,-0.10151523351669312,-0.0011391004536562832,0.05588763952255249,-0.18109190464019775,-0.00934971023707476,0.014196395874023438,-0.19028502702713013,-0.02315952342360106,0.003261864185333252,-0.1397756040096283,-0.017430973168302444,0.010384798049926758,-0.11233353614807129,-0.007743374373603729
